Sl. No.,Service Type,Department,Service Name,OPD Tariff
2576,Health Checkup,Apollo Health Check,Apollo ProHealth Primary Health Program,"6,000"
2577,Health Checkup,Apollo Health Check,APOLLO KIDNEY CHECK,"3,190"
2578,Health Checkup,Apollo Health Check,APOLLO KIDNEY CHECK MALE,"3,910"
2579,Health Checkup,Apollo Health Check,Apollo ProHealth Primary Health Program,"6,000"
2580,Health Checkup,Apollo Health Check,APOLLO MENOPAUSAL CHECK FEMALE,"6,110"
2581,Health Checkup,Apollo Health Check,APOLLO PLATINUM CHECK I,"29,920"
2582,Health Checkup,Apollo Health Check,APOLLO PLATINUM CHECK II,"45,870"
2583,Health Checkup,Apollo Health Check,APOLLO PREMARTIAL HEALTH CHECK FEMALE,"5,720"
2584,Health Checkup,Apollo Health Check,APOLLO STROKE CHECK,"8,360"
2585,Health Checkup,Apollo Health Check,APOLLO PREMARTIAL HEALTH CHECK MALE,"5,720"
2586,Health Checkup,Apollo Health Check,APOLLO PROSTATE CHECK MALE,"3,360"
2587,Health Checkup,Apollo Health Check,Apollo Regular Senior Citizens Check,"3,910"
2588,Health Checkup,Apollo Health Check,Apollo Prohealth Comprehensive Senior Citizens Health Program,"9,240"
2589,Health Checkup,Apollo Health Check,Apollo Prohealth Comprehensive Senior Citizens Health Program,"9,240"
2590,Health Checkup,Apollo Health Check,APOLLO TOTAL DIABETIC CHEQ FEMALE,"4,190"
2591,Health Checkup,Apollo Health Check,APOLLO TOTAL DIABETIC CHEQ MALE,"4,190"
2592,Health Checkup,Apollo Health Check,APOLLO WELL WOMEN CHECK I,"4,620"
2593,Health Checkup,Apollo Health Check,Apollo Regular Well Women Check,"7,480"
2594,Health Checkup,Apollo Health Check,Apollo ProHealth Whole Body Program,"11,660"
2595,Health Checkup,Apollo Health Check,Apollo ProHealth Whole Body Program,"11,660"
2596,Health Checkup,Apollo Health Check,BASIC KNEE CHECKUP,"2,150"
2597,Health Checkup,Apollo Health Check,ADVANCED KNEE CHECKUP,"5,500"
2598,Health Checkup,Apollo Health Check,BREAST AWARENESS CHECK,"1,090"
2599,Health Checkup,Apollo Health Check,BREATH EAZY ASTHMA PKG FOUR MTHS.,"4,400"
2600,Health Checkup,Apollo Health Check,BREATH EAZY ASTHMA PKG TWO MTHS.,"3,080"
2601,Health Checkup,Apollo Health Check,BREATH EAZY COPD PKG THREE MTHS.,"4,070"
2602,Health Checkup,Apollo Health Check,CARDIAC RHYTHM CLINIC,"1,980"
2603,Health Checkup,Apollo Health Check,MOBILE CANCER SCRENING PACKAGE FOR MEN,330
2604,Health Checkup,Apollo Health Check,MOBILE CANCER SCRENING PACKAGE FOR WOMEN,330
2605,Health Checkup,Apollo Health Check,ORAL CANCER SCREENING HCK,"1,210"
2606,Health Checkup,Apollo Health Check,WORLD VISION HCK,"3,080"
2607,Health Checkup,Apollo Health Check,WELL WOMAN PLUS CHEQ,"1,650"
2608,Health Checkup,Apollo Health Check,APOLLO ARTHRITIS HEALTH CHECK UP,"1,840"
2609,Health Checkup,Apollo Health Check,APOLLO BREAST CHECKUP,"2,560"
2610,Health Checkup,Apollo Health Check,APOLLO CANCER CHEQ,"2,080"
2611,Health Checkup,Apollo Health Check,Apollo ProHealth Personalised Health Program,"9,130"
2612,Health Checkup,Apollo Health Check,APOLLO CONSTIPATION PACKAGE,"6,050"
2613,Health Checkup,Apollo Health Check,APOLLO ADVANCED CONSTIPATION PACKAGE,"13,200"
2614,Health Checkup,Apollo Health Check,BREAST CHECK UP,"1,050"
2615,Health Checkup,Apollo Health Check,BREAST CHECK UP(USG),"1,050"
2616,Health Checkup,Apollo Health Check,APOLLO SUGAR - LITE,"4,400"
2617,Health Checkup,Apollo Health Check,APOLLO SUGAR - 1,"7,700"
2618,Health Checkup,Apollo Health Check,BIL INFRATECH HCK,"4,950"
2619,Health Checkup,Apollo Health Check,HEALTH DELIGHT,"1,100"
2620,Health Checkup,Apollo Health Check,APOLLO EXPRESS HEALTH CHECK,"2,090"
2621,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING CHECK PACK IC (BELOW 40 F),"6,600"
2622,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING CHECK PACK IA (BELOW 50 M),"4,240"
2623,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING CHECK PACK ID (ABOVE 40 F),"6,600"
2624,Health Checkup,Apollo Health Check,APOLLO CANCER SCREENING CHECK PACK IB (ABOVE 50 M),"5,940"
2625,Health Checkup,Apollo Health Check,APOLLO ADVANCED CANCER SCREENING MALE,"11,550"
2626,Health Checkup,Apollo Health Check,APOLLO ADVANCED CANCER SCREENING FEMALE,"12,650"
2627,Health Checkup,Apollo Health Check,SUGAR 360 SILVER,"9,900"
2628,Health Checkup,Apollo Health Check,SHOULDER CHECK-UP,"7,150"
2629,Health Checkup,Apollo Health Check,KNEE HEALTH CHECK WITH CARTILAGE SEQUENCING,"11,000"
2630,Health Checkup,Apollo Health Check,SUGAR 90 PRO,"9,350"
2631,Health Checkup,Apollo Health Check,SUGAR 90 FLEXI,"8,800"
2632,Health Checkup,Apollo Health Check,SUGAR 360 GOLD,"10,450"
2633,Health Checkup,Apollo Health Check,SUGAR 360 GOLD PRO,"12,650"
2634,Health Checkup,Apollo Health Check,SUGAR 90 FLXI VISIT 2,-
2635,Health Checkup,Apollo Health Check,SUGAR 360 SILVER VISIT 2,-
2636,Health Checkup,Apollo Health Check,SUGAR 90 PRO VISIT 2,-
2637,Health Checkup,Apollo Health Check,SUGAR 360 SILVER VISIT 3,-
2638,Health Checkup,Apollo Health Check,SUGAR 360 GOLD VISIT 2,-
2639,Health Checkup,Apollo Health Check,SUGAR 360 GOLD VISIT 3,-
2640,Health Checkup,Apollo Health Check,SUGAR 360 GOLD VISIT 4,-
2641,Health Checkup,Apollo Health Check,SUGAR 360 GOLD PRO VISIT 2,-
2642,Health Checkup,Apollo Health Check,SUGAR 360 GOLD PRO VISIT 3,-
2643,Health Checkup,Apollo Health Check,SUGAR 360 GOLD PRO VISIT 4,-
2644,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (ADVANCE),"8,250"
2645,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (CT ANGIO),-
2646,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (FOLLOW UP CONSULTATION),-
2647,Health Checkup,Apollo Health Check,ANAL MANOMETRY WITH FNAC,"4,400"
2648,Health Checkup,Apollo Health Check,TIA BASIC PCK GRADE III,"22,000"
2649,Health Checkup,Apollo Health Check,TIA BASIC PCK GRADE I,"16,500"
2650,Health Checkup,Apollo Health Check,TIA BASIC PCK GRADE II,"13,200"
2651,Health Checkup,Apollo Health Check,APOLLO BE HEALTHY PACK,"3,410"
2652,Health Checkup,Apollo Health Check,APOLLO LIVER SCREENING CHECK - I,"2,860"
2653,Health Checkup,Apollo Health Check,APOLLO LIVER SCREENING CHECK - II,"6,490"
2654,Health Checkup,Apollo Health Check,APOLLO LIVER SCREENING CHECK - III,"9,900"
2655,Health Checkup,Apollo Health Check,APOLLO CHILD HEALTH CHECK - II,"4,290"
2656,Health Checkup,Apollo Health Check,APOLLO MOTHERS DAY SPECIAL PACK - I,"3,300"
2657,Health Checkup,Apollo Health Check,APOLLO MOTHERS DAY SPECIAL PACK - II,"6,270"
2658,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (Treadmill Test/Stress Test),-
2659,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (2D Echocardiography),-
2660,Health Checkup,Apollo Health Check,APOLLO GOOD HEALTH PACK,"5,170"
2661,Health Checkup,Apollo Health Check,PAN-GUTKA-SMOKING CLINIC,"2,200"
2662,Health Checkup,Apollo Health Check,HEAD AND NECK CHECK (ENT),"2,200"
2663,Health Checkup,Apollo Health Check,HEAD AND NECK CHECK (ONCO),"2,200"
2664,Health Checkup,Apollo Health Check,APOLLO WHOLE BODY CHECKUP PLUS APOLLO HEALTHY HEART (ADVANCE) FOR FEMALE,"12,210"
2665,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (BASIC),"4,400"
2666,Health Checkup,Apollo Health Check,APOLLO WHOLE BODY CHECKUP PLUS APOLLO HEALTHY HEART (ADVANCE) FOR MALE,"12,210"
2667,Health Checkup,Apollo Health Check,REC HEALTH CHECKUP,-
2668,Health Checkup,Apollo Health Check,ONE APOLLO QUICK HEALTH CHECK PACK,"2,310"
2669,Health Checkup,Apollo Health Check,APOLLO HEALTHY HEART HCK (POST HEART SURGERY CARE),-
2670,Health Checkup,Apollo Health Check,SHOULDER DNB STUDY,"7,480"
2671,Health Checkup,Apollo Health Check,BARIATRIC INVESTIGATION PACKAGE - MINOR,"24,200"
2672,Health Checkup,Apollo Health Check,LIVER TRANSPLANT EVALUTION HEALTH CHECKUP,"132,000"
2673,Health Checkup,Apollo Health Check,BARIATRIC INVESTIGATION PACKAGE - MAJOR,"37,400"
2674,Health Checkup,Apollo Health Check,POST SURGERY NUTRITIONAL EVALUATION,"27,500"
2675,Health Checkup,Apollo Health Check,APOLLO PRO HEALTH SUPER YEAR 2,"5,500"
2676,Health Checkup,Apollo Health Check,APOLLO PRO HEALTH SUPER YEAR 2,"5,500"
2677,Health Checkup,Apollo Health Check,Apollo ProHealth Regal,"14,300"
2678,Health Checkup,Apollo Health Check,Apollo ProHealth Regal,"14,300"
2679,Health Checkup,Apollo Health Check,Apollo ProHealth Super,"6,600"
2680,Health Checkup,Apollo Health Check,Apollo ProHealth Super,"6,600"
2681,Health Checkup,Apollo Health Check,APOLLO SPECIAL BREAST CANCER HCK,"3,660"
2682,Health Checkup,Apollo Health Check,HOLIDAY INN HCK PACKAGE,770
2683,Health Checkup,Apollo Health Check,APOLLO WINTER SPECIAL HEALTH CHECKUP,"1,100"
2684,Health Checkup,Apollo Health Check,APOLLO WINTER SPECIAL HCK (CARDIOLOGY CONSULTATION),-
2685,Health Checkup,Apollo Health Check,APOLLO WINTER SPECIAL HCK (PHYSICIAN CONSULTATION),-
2686,Health Checkup,Apollo Health Check,APOLLO KAVACH,"1,100"
2687,Health Checkup,Apollo Health Check,Apollo ProHealth Covid Recovery and Wellness Program,"8,250"
2688,Health Checkup,Apollo Health Check,Apollo ProHealth Covid Recovery and Wellness Program,"8,250"
2689,Health Checkup,Apollo Health Check,ANKLE DNB STUDY,"7,480"
2690,Health Checkup,Apollo Health Check,Apollo ProHealth Comprehensive Well Women Program,"9,350"
2691,Health Checkup,Apollo Health Check,Apollo ProHealth Heart Program,"9,900"
2692,Health Checkup,Apollo Health Check,Apollo ProHealth Heart Program,"9,900"
2693,Health Checkup,Apollo Health Check,ProHealth CoviFit,"2,750"
2694,Health Checkup,Apollo Health Check,ProHealth CoRe,"3,850"
2695,Health Checkup,Apollo Health Check,AICVD Test Package,770
2696,Physiotherapy,Physiotherapy and Rehab Center,LASER TREATMENT,550
2697,Physiotherapy,Physiotherapy and Rehab Center,CONSULTATION - PHYSIOTHERAPY,550
2698,Physiotherapy,Physiotherapy and Rehab Center,TILT TABLE TRAINING,440
2699,Physiotherapy,Physiotherapy and Rehab Center,CHEST PHYSIOTHERAPY,440
2700,Physiotherapy,Physiotherapy and Rehab Center,CERVICAL TRACTION,330
2701,Physiotherapy,Physiotherapy and Rehab Center,EXERCISES DEMONSTRATION,330
2702,Physiotherapy,Physiotherapy and Rehab Center,ELECTRICAL STIMULATION,330
2703,Physiotherapy,Physiotherapy and Rehab Center,INTERFERENTIAL THERAPY,330
2704,Physiotherapy,Physiotherapy and Rehab Center,SHORT WAVE DIATHERMY,330
2705,Physiotherapy,Physiotherapy and Rehab Center,LUMBER TRACTION,330
2706,Physiotherapy,Physiotherapy and Rehab Center,CPM,500
2707,Physiotherapy,Physiotherapy and Rehab Center,INFRA RED,150
2708,Physiotherapy,Physiotherapy and Rehab Center,TENS,330
2709,Physiotherapy,Physiotherapy and Rehab Center,GAIT TRAINING,280
2710,Physiotherapy,Physiotherapy and Rehab Center,US + IFT,280
2711,Physiotherapy,Physiotherapy and Rehab Center,ULTRASOUND THERAPHY,330
2712,Physiotherapy,Physiotherapy and Rehab Center,IFT + PWB,320
2713,Physiotherapy,Physiotherapy and Rehab Center,KNEE JOINTS SPAD TRACTION,180
2714,Physiotherapy,Physiotherapy and Rehab Center,MICROWAVE DIATHERMY - PER SESSION,440
2715,Physiotherapy,Physiotherapy and Rehab Center,QUADRICEPS CHAIR TRAINING(PER SESSION),280
2716,Physiotherapy,Physiotherapy and Rehab Center,SWD + IFT,280
2717,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + IFT,320
2718,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + STIMULATION,280
2719,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + SWD,280
2720,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + US + IFT + EXERCISES,630
2721,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + SWD + IFT,460
2722,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + US,280
2723,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + US + IFT,460
2724,Physiotherapy,Physiotherapy and Rehab Center,TRACTION + US + IFT + SWD,630
2725,Physiotherapy,Physiotherapy and Rehab Center,US + IFT + STIMULATION,460
2726,Physiotherapy,Physiotherapy and Rehab Center,US + KNEE JOINT + SPAD FRACTION,280
2727,Physiotherapy,Physiotherapy and Rehab Center,US + PWB,280
2728,Physiotherapy,Physiotherapy and Rehab Center,US + SW + TRACTION,460
2729,Physiotherapy,Physiotherapy and Rehab Center,US + TENS,660
2730,Physiotherapy,Physiotherapy and Rehab Center,US+STIMULATION,280
2731,Physiotherapy,Physiotherapy and Rehab Center,SRC-SPINE ASSESSMENT,970
2732,Physiotherapy,Physiotherapy and Rehab Center,SRC-STROKE ASSESSMENT,970
2733,Physiotherapy,Physiotherapy and Rehab Center,SRC-M/N BLOCK W/O EMG BIOFEEDBACK(PROCEDURE CHARGE),580
2734,Physiotherapy,Physiotherapy and Rehab Center,SRC-MOTOR/NERVE BLOCK WITH EMG BIOFEEDBACK,970
2735,Physiotherapy,Physiotherapy and Rehab Center,SRC-SPINE TRAINING / SESSION,370
2736,Physiotherapy,Physiotherapy and Rehab Center,SRC-STROKE TRAINING / SESSION,370
2737,Physiotherapy,Physiotherapy and Rehab Center,HOME PHYSIOTHERAPY 1,880
2738,Physiotherapy,Physiotherapy and Rehab Center,HOME PHYSIOTHERAPY 2,"1,100"
2739,Physiotherapy,Physiotherapy and Rehab Center,HOME PHYSIOTHERAPY 3,"1,650"
2740,Rehabilitation,Psychiatry,PSY-PSYCHOLOGICAL PROFILE,"5,820"
2741,Ward consumables(OT stores),Ultrasound Radiology,ULTRASOUND FILM(DUPLICATE),330
2742,Ward consumables(OT stores),Radiology,CORE BIOPSY NEEDLE,"2,420"
2743,Ward consumables(OT stores),Radiology,CAMERA COVER,30
2744,Ward consumables(OT stores),Radiology,DEVON TROCAR DRAINAGE CATHETER 10 F,810
2745,Ward consumables(OT stores),Radiology,DEVON TROCAR DRAINAGE CATHETER 12 F,810
2746,Ward consumables(OT stores),Radiology,DEVON TROCAR DRAINAGE CATHETER 14 F,810
2747,Ward consumables(OT stores),Radiology,DEVON TROCAR DRAINAGE CATHETER 16 F,810
2748,Ward consumables(OT stores),Radiology,SURGEONS DISPOSABLE GOWN,130
2749,Ward consumables(OT stores),Radiology,DEVON TROCAR DRAINAGE CATHETER 8.5 F,810
2750,Ward consumables(OT stores),Radiology,PLAIN SHEET SMALL,40
2751,Ward consumables(OT stores),Radiology,SHOE COVER,30
2752,Ward consumables(OT stores),Radiology,THORACIC TROCAR CATHETER (ROMSONS),580
2753,Ward consumables(OT stores),Radiology,TRUCUT BIOPSY NEEDLE 16 GZ X 10 CMS,"1,110"
2754,Ward consumables(OT stores),Radiology,TRUCUT BIOPSY NEEDLE 16 GZ X 15 CMS,"1,110"
2755,Consultation,Radiology,CONSULTATION/REVIEW BY RADIOLOGIST Dr USHA GOENKA,870
2756,Consultation,Nuclear Medicine Radiology,PET CT REVIEW (FULL REPORT),"2,750"
2757,Consultation,Nuclear Medicine Radiology,PET CT REVIEW (SECOND OPINION),"1,320"
2758,Consultation,Neurology,SHORT NEUROPSYCHOLOGY CONSULTATION FOR ADULTS-II,"1,320"
2759,Consultation,Neurology,CLINICAL PERSONALITY ASESSMENT CONSULTATION FOR CHILDREN,"3,300"
2760,Consultation,Neurology,NEUROPSYCHOLOGY CLINICAL CONSULTATION FOR CHILDREN,"4,400"
2761,Consultation,Neurology,NEURO CONSULTATION-COUNSELLING,550
2762,Consultation,Neurology,NEURO COGNITIVE BEHAVIOURAL CONSULTATION,880
2763,Consultation,Neurology,NEUROPSYCHOLOGY CLINICAL CONSULTATION FOR ADULTS-I,"4,400"
2764,Consultation,Neurology,NEUROPSYCHOLOGY CLINICAL CONSULTATION FOR ADULTS-II,"4,950"
2765,Consultation,Neurology,NEURO CLINICAL PERSONALITY ASESSMENT CONSULTATION FOR ADULTS,"3,850"
2766,Consultation,Neurology,THERAPY / COUNSELING (PER SESSION),"1,320"
2767,Consultation,Neurology,COGNITIVE 3,"4,950"
2768,Consultation,Neurology,COGNITIVE 2,"3,850"
2769,Consultation,Neurology,PERSONALITY PROFILE (SET OF 4 ONLY),"3,850"
2770,Consultation,Neurology,COGNITIVE 1,"2,200"
2771,Consultation,Oncology Medical,APOLLO CANCER OPINION - FIRST VISIT,-
2772,Consultation,Consultation,OP Consultation Review,-
2773,Consultation,Consultation,FOLLOW - UP CONSULTATION,-
2774,Consultation,Consultation,PRE ANAESTHESIA CONSULTATION,770
2775,Consultation,F & B Main Kitchen,DIET COUNSELLING,440
2776,Consultation,Healthy Heart Clinic,COUNSELLING (LIFE STYLE MODIFICATION),230
2777,Equipment,Dermatology,QL-Q SWITCHED NDYAG: LASER CHARGES/SHOT,550
2778,Equipment,Dermatology,QL-SKIN REJUVINATION: LASER CHARGES/SHOT,550
2779,Equipment,Dermatology,REJUVINATION LASER CHARGES/SHOT,350
2780,Medical Administration,Medical,GOWN,440
2781,Medical Administration,Medical,TELEMEDICINE CHARGES,"2,400"
2782,Medical Administration,Medical,FITNESS CERTIFICATE,330
2783,Medical Administration,Medical,DUPLICATE REPORT CHARGES,300
2784,Medical Administration,Medical,STITCH CUTTING,190
2785,Medical Administration,Medical,DAY CARE DSA,"16,630"
2786,Medical Administration,Medical,AGH-BIRTH CERTIFICATE (DUPLICATE COPY),210
2787,Medical Administration,Medical,DUPLICATE MEDICAL RECORD-II,"1,320"
2788,Medical Administration,Medical,DUPLICATE MEDICAL RECORDS-I,740
2789,Medical Administration,Medical,DUPLICATE REPORT(MLC),460
2790,Medical Administration,Medical,MEDICAL CLAIM CERTIFICATE (LIC),480
2791,Medical Administration,Medical,MEDICAL CLAIM CERTIFICATE (OTHERS),810
2792,Medical Administration,Medical,COVID PROTECTION CHARGES,60
2793,Medical Administration,Medical,COMPANION PROTECTION CHARGES,60
2794,Medical Administration,Medical,CONSULTANT PROTECTION CHARGES,60
2795,Medical Administration,Medical Records,DUPLICATE BILL CHARGES,110
2796,Registration,Registration,UHID Registration,330
2797,Consumables,Emergency Medical Services,BIOPSY GUN MAXCORE 18G X 25CM MC1825 - BARD(0108620000002466303),"2,220"
2798,Consumables,Emergency Medical Services,MAXCORE BIOPSY INSTRUMENT (MC1610)16G X 10CM-BARD (010862000000370877),"2,220"
2799,Consumables,Emergency Medical Services,BIOPSY GUN MAXCORE 14G 10 CM MC1410 BARD(010821000000146357),"2,220"
2800,Consumables,Emergency Medical Services,BIOPSY GUN MAXCORE 18G X 10CM CAT NO MC1810- BARD(01082100000058274),"2,220"
2801,Consumables,Emergency Medical Services,BIOPSY GUN MAXCORE 18G X 16CM MC1816 - BARD (01100000000037465),"2,220"
2802,Consumables,Emergency Medical Services,BARD MISSION DISPOSABLE CORE BIOPSY INSTRUMENT 16G X 16CM (REF NO. 1616MS) - BARD(0108620000002491099),"3,730"
2803,Consumables,Emergency Medical Services,BARD MISSION DISPOSABLE CORE BIOPSY INSTRUMENT KIT 20G X 10CM (REF NO-2010MSK)- BARD(010025000000346979),"3,730"
2804,Consumables,Emergency Medical Services,BARD MISSION DISPOSABLE CORE BIOPSY INSTRUMENT KIT 20G X 16CM (REF NO.-2016MSK) - BARD(010025000000377329),"3,730"
2805,Consumables,Emergency Medical Services,BARD MISSION DISPOSABLE CORE BIOPSY INSTRUMENT KIT 18G X 10CM CAT NO 1810MSK - BARD(010025000000346980),"3,730"
2806,Consumables,Emergency Medical Services,BARD MISSION DISPOSABLE CORE BIOPSY INSTRUMENT KIT 18G X 16CM CAT NO 1816MSK - BARD (010821000000369999),"3,730"
2807,Consumables,Emergency Medical Services,MAXCORE BIOPSY GUN 18G X 20CM(MC1820)- BARD(010821000000245606),"2,220"
2808,Consumables,Emergency Medical Services,MAXCORE BIOPSY GUN 16GX16CM MC1616 - BARD (010821000000102728),"2,220"
2809,Consumables,Emergency Medical Services,IP NEEDLE 18G - 15CM (TWO PART) - BIORAD(010821000000371115),290
2810,Consumables,Emergency Medical Services,TRUEGUIDE DISPOSABLE COAXIAL BIOPSY NEEDLE 15G X 13.8CM (REF NO. C1616A) - BARD(0108620000002491088),960
2811,Consumables,Emergency Medical Services,TRUGUIDE COAXIAL NEEDLE CAT NO. C1810A - BARD(010862000000231041),960
2812,Consumables,Emergency Medical Services,TRUGUIDE COAXIAL NEEDLE CAT NO. C1816A - BARD(010862000000277391),960
2813,Consumables,Emergency Medical Services,PCN CATHETER WITH NEEDLE 12FRX22CM BIORAD(010821000000271252),680
2814,Consumables,Emergency Medical Services,BIOPSY NEEDLE QCS-18-15.0-20T (027747000000268559),"3,510"
2815,Consumables,Emergency Medical Services,CHIBA NEEDLE 22G X 15 CM COOK DCHN-22-15.0(010862000000133941),850
2816,Consumables,Emergency Medical Services,PCN CATHETER WITH NEEDLE 14FR 22CM - BIORAD(010821000000371116),680
2817,Consumables,Emergency Medical Services,SUPRAPUBIC CATHETER 14F X 25CM - BIORAD(010821000000313534),460
2818,Consumables,Emergency Medical Services,INITIAL PUNCTURE NEEDLE 18G X 15CM COOK-DTN-18-15.0(010862000000133942),"1,190"
2819,Consumables,Emergency Medical Services,OSTEO-SITE BONE BIOPSY NEEDLE CODE- DBBN-13-15.0-M2 MAKE - COOK(01082100000098399),"4,400"
2820,Consumables,Emergency Medical Services,QUICK CORE COAXIAL BIOPSY NEEDLE SET 18G REF QCS-18-15 0-20T MAKE - COOK (010025000000129524),"3,510"
2821,Consumables,Emergency Medical Services,QUICK CORE BIOPSY NEEDLE (QC-16- 9.0-20T) - COOK(010862000000138281),"2,130"
2822,Consumables,Emergency Medical Services,QUICK CORE COAXIAL BIOPSY NEEDLE SET 18G CAT QCS-18-9 0-20T MAKE - COOK (010025000000129519),"3,510"
2823,Consumables,Emergency Medical Services,QUICK CORE COAXIAL BIOPSY NEEDLE SET 18G REF QCS-18-09 0-10T COOK(010025000000140089),"3,510"
