Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
2290,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ANATOMY / ANOMALY SCAN,"4,540","4,540","4,540","5,230","6,010","7,260","9,080"
2291,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ANATOMY / ANOMALY SCAN TWINS,"5,300","5,300","5,300","6,090","7,010","8,470","10,590"
2292,Non Invasive Procedure,Obstretics & Gynaecology,FETAL WELLBEING ASSESSMENT SCAN - GROWTH / DOPPLER FETAL PROFILE,"4,540","4,540","4,540","5,230","6,010","7,260","9,080"
2293,Non Invasive Procedure,Obstretics & Gynaecology,FETAL WELLBEING ASSESSMENT SCAN - GROWTH/DOPPLER FETAL PROFILE TWINS,"5,300","5,300","5,300","6,090","7,010","8,470","10,590"
2294,Non Invasive Procedure,Obstretics & Gynaecology,FETAL SCAN SCREENING,"2,280","2,280","2,280","2,620","3,010","3,630","4,540"
2295,Non Invasive Procedure,Obstretics & Gynaecology,FETAL SCAN SCREENING TWINS,"3,030","3,030","3,030","3,480","3,990","4,840","6,050"
2296,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ECHOCARDIOGRAPHY,"6,820","6,820","6,820","7,840","9,020","10,890","13,620"
2297,Non Invasive Procedure,Obstretics & Gynaecology,FETAL 4D USG,"7,570","7,570","7,570","8,700","10,010","12,100","15,130"
2298,Non Invasive Procedure,Obstretics & Gynaecology,COUNSELLING FOR INVASIVE TEST,910,910,910,"1,050","1,200","1,450","1,820"
2299,Non Invasive Procedure,Obstretics & Gynaecology,EARLY PREGNANCY TRANS - VAGINAL SCANS,"1,520","1,520","1,520","1,750","2,010","2,420","3,030"
2300,Non Invasive Procedure,Obstretics & Gynaecology,COMBINED FIRST TRIMESTER SCREENING,"7,430","7,430","7,430","8,540","9,810","11,860","14,830"
2301,Non Invasive Procedure,Paediatrics,CDC-COUNCELLING,"1,160","1,160","1,160","1,320","1,540","1,930","2,420"
2302,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE BASIC,"1,900","1,900","1,900","1,900","1,900","1,900","1,900"
2303,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE COMPREHENSIVE,"7,610","7,610","7,610","7,610","7,610","7,610","7,610"
2304,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE DETAILED,"5,720","5,720","5,720","5,720","5,720","5,720","5,720"
2305,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE REGULAR,"3,820","3,820","3,820","3,820","3,820","3,820","3,820"
2306,Non Invasive Procedure,Paediatrics,DEVELOPMENTAL ASSESSMENT,"2,420","2,420","2,420","2,780","3,200","3,810","4,790"
2307,Non Invasive Procedure,Paediatrics,BIRTH CERTIFICATE*,520,520,520,520,520,520,520
2308,Non Invasive Procedure,Paediatrics,BIRTH CERT(EXTRA)*,260,260,260,260,260,260,260
2309,Non Invasive Procedure,Paediatrics,INTENSIVE PHOTOTHERAPY (BILISOFT),"2,280","2,280","2,280","2,620","3,010","3,630","4,540"
2310,Non Invasive Procedure,Paediatrics,SPECIALIZED DETAILED ADVISORY CONSULTATION,"8,250","8,250","8,250","9,490","10,910","13,200","16,500"
2311,Non Invasive Procedure,Paediatrics,CDC - INTIAL DETAILED CDC ASSESSMENT,"1,380","1,380","1,380","1,580","1,830","2,200","2,750"
2312,Non Invasive Procedure,Paediatrics,CDC - FOLLOW -UP CDC ASSESSMENT,"1,050","1,050","1,050","1,200","1,380","1,670","2,090"
2313,Non Invasive Procedure,Paediatrics,CDC - MDT SESSION,870,870,870,"1,000","1,160","1,390","1,740"
2314,Non Invasive Procedure,Paediatrics,CDC - INDIVIDUAL COUNSELING SESSION,"1,380","1,380","1,380","1,580","1,830","2,200","2,750"
2315,Non Invasive Procedure,Paediatrics,CDC - THERAPY SESSION,870,870,870,"1,000","1,160","1,390","1,740"
2316,Non Invasive Procedure,Pulmonary Function Lab,BRONCHOSCOPY,"9,900","9,900","9,900","11,550","13,530","15,840","18,150"
2317,Non Invasive Procedure,Pulmonary Function Lab,ICU BRONCHOSCOPY,"4,330","4,330","4,330","4,980","5,730","6,930","8,660"
2318,Non Invasive Procedure,Pulmonary Function Lab,PAED BRONCHOSCOPY,"8,500","8,500","8,500","9,780","11,240","12,930","14,860"
2319,Non Invasive Procedure,Pulmonary Function Lab,THERAPEUTIC ICU BRONCHOSCOPY,"6,500","6,500","6,500","7,480","8,600","10,380","12,990"
2320,Non Invasive Procedure,Pulmonary Function Lab,INTRA PLEURAL INJECTION,"6,660","6,660","6,660","7,660","8,800","10,650","13,310"
2321,Non Invasive Procedure,Pulmonary Function Lab,BRONCHOSCOPIC ARGON PLASMA PROC,"22,690","22,690","22,690","26,090","30,010","36,300","45,380"
2322,Non Invasive Procedure,Pulmonary Function Lab,BRONCHOSCOPIC SELF EXPNDBLE METALIC STENT PROC,"22,690","22,690","22,690","26,090","30,010","36,300","45,380"
2323,Non Invasive Procedure,Pulmonary Function Lab,ENDOBRONCHIAL CRYOBIOPSY,"8,250","8,250","8,250","9,490","10,910","13,200","16,500"
2324,Non Invasive Procedure,Pulmonary Function Lab,THERAPEUTIC CRYOBRONCHOSCOPY GRADE I,"16,500","16,500","16,500","18,980","21,820","26,400","33,000"
2325,Non Invasive Procedure,Pulmonary Function Lab,THERAPEUTIC CRYOBRONCHOSCOPY GRADE II,"22,000","22,000","22,000","25,300","29,100","35,200","44,000"
2326,Non Invasive Procedure,Pulmonary Function Lab,BRONCHOSCOPY BED-SIDE,"13,200","13,200","13,200","15,400","18,040","21,120","24,200"
2327,Non Invasive Procedure,Sleep Lab,OBST SLEEP APNEA,"13,330","13,330","13,330","15,330","17,630","20,930","27,610"
2328,Non Invasive Procedure,Ophthalmology,CORNEAL PACHYMETRY,"1,910","1,910","1,910","2,200","2,530","3,070","3,830"
2329,Non Invasive Procedure,Ophthalmology,BIOMETRY(SINGLE EYE),"1,010","1,010","1,010","1,170","1,340","1,520","1,910"
2330,Non Invasive Procedure,Ophthalmology,BIOMETRY(BOTH EYE),"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2331,Non Invasive Procedure,Ophthalmology,OPTH-Pachymetry(Single eye),"1,010","1,010","1,010","1,170","1,340","1,520","1,910"
2332,Non Invasive Procedure,Ophthalmology,OPHTHAL - REFRACTION,230,230,230,260,310,360,460
2333,Non Invasive Procedure,Ophthalmology,I AND S OF CHALAZION,"15,130","15,130","15,130","17,390","20,000","24,200","30,250"
2334,Non Invasive Procedure,Ophthalmology,PROC.CHG - BOTOX INJ. (SINGLE EYE),"13,070","13,070","13,070","15,030","17,280","21,050","26,500"
2335,Non Invasive Procedure,Ophthalmology,PROC.CHG - BOTOX INJ. (BOTH EYES),"26,140","26,140","26,140","30,050","34,560","42,110","53,000"
2336,Non Invasive Procedure,Ophthalmology,OCT FOR RETINA (MACULA) SINGLE EYE,"2,070","2,070","2,070","2,380","2,730","3,300","4,130"
2337,Non Invasive Procedure,Ophthalmology,OCT FOR GLAUCOMA (RNFL) SINGLE EYE,"2,070","2,070","2,070","2,380","2,730","3,300","4,130"
2338,Non Invasive Procedure,Ophthalmology,OCT FOR ANTERIOR SEGMENT SINGLE EYE,"2,070","2,070","2,070","2,380","2,730","3,300","4,130"
2339,Non Invasive Procedure,Ophthalmology,ROP (RETINOPATHY OF PREMATURITY) SCREENING,"4,880","4,880","4,880","5,620","6,470","7,660","9,640"
2340,Non Invasive Procedure,Urology,URODYNAMIC STUDY,"8,830","8,830","8,830","10,150","11,670","14,000","17,590"
2341,Non Invasive Procedure,Urology,UROFLOWMETRY,"2,150","2,150","2,150","2,460","2,840","3,590","4,570"
2342,Non Invasive Procedure,Urology,PROSTATE BIOPSY,"15,130","15,130","15,130","17,390","20,000","24,200","30,250"
2343,Non Invasive Procedure,Urology,FOLEYS CATHETERIZATION,"8,330","8,330","8,330","9,580","11,020","13,310","16,640"
2344,Non Invasive Procedure,Urology,URETHRAL DILATATION,"8,330","8,330","8,330","9,580","11,020","13,310","16,640"
2345,Non Invasive Procedure,Urology,LITHOTRIPSY STONE LESS THAN 1 CM,"19,970","19,970","19,970","19,970","19,970","19,970","19,970"
2346,Non Invasive Procedure,Radiation Oncology,IMRT PACKAGE,"250,250","250,250","250,250","287,760","348,150","435,160","543,950"
2347,Non Invasive Procedure,Radiation Oncology,3D CRT PACKAGE,"143,000","143,000","143,000","164,450","198,990","248,710","310,860"
2348,Non Invasive Procedure,Radiation Oncology,SRS PACKAGE,"271,700","271,700","271,700","312,510","378,180","472,780","591,030"
2349,Non Invasive Procedure,Radiation Oncology,SRT PACKAGE,"257,400","257,400","257,400","296,010","358,160","447,700","559,680"
2350,Non Invasive Procedure,Radiation Oncology,RAPID ARC WITH IMRT RATE PACKAGE,"250,250","250,250","250,250","287,760","348,150","435,160","543,950"
2351,Non Invasive Procedure,Radiation Oncology,3 D PLANNING,"14,300","14,300",NA,NA,NA,NA,NA
2352,Non Invasive Procedure,Radiation Oncology,SRT SINGLE FRACTION,"14,300","14,300","14,300","16,500","20,020","25,080","31,350"
2353,Non Invasive Procedure,Radiation Oncology,3D-CRT SINGLE FRACTION,"7,150","7,150","7,150","8,250","10,010","12,540","15,730"
2354,Non Invasive Procedure,Radiation Oncology,ELECTRON BEAM THERAPY / FRACTION,"4,290","4,290","4,290","4,950","5,940","7,480","9,350"
2355,Non Invasive Procedure,Radiation Oncology,RT- IGRT PACKAGE,"357,500","357,500","357,500","411,180","497,530","621,940","777,480"
2356,Non Invasive Procedure,Radiation Oncology,RT- IGRT SINGLE FRACTION,"18,590","18,590","18,590","21,340","25,850","32,340","40,480"
2357,Non Invasive Procedure,Radiation Oncology,INTRA CAVITARY BRACHYTHERAPY / SITTING,"17,160","17,160","17,160","19,690","23,870","29,810","37,290"
2358,Non Invasive Procedure,Radiation Oncology,PRE-RADIATION PROFILE (3 D CT),"14,300","14,300","14,300","16,500","20,020","25,080","31,350"
2359,Non Invasive Procedure,Radiation Oncology,RADICAL BRACHYTHERAPY / SITTING,"17,160","17,160","17,160","19,690","23,870","29,810","37,290"
2360,Non Invasive Procedure,Radiation Oncology,BRACHYTHERAPY SURFACE MOULD,"8,580","8,580","8,580","9,900","11,990","14,960","18,700"
2361,Non Invasive Procedure,Radiation Oncology,CONVENTIONAL RADIO THERAPY PACKAGE,"114,400","114,400","114,400","131,560","159,170","198,990","248,710"
2362,Non Invasive Procedure,Radiation Oncology,CONVENTIONAL RADIO THERAPY SINGLE FRACTION,"5,720","5,720","5,720","6,600","8,030","10,010","12,540"
2363,Non Invasive Procedure,Radiation Oncology,IMRT SINGLE FRACTION,"12,870","12,870","12,870","14,850","17,930","22,440","28,050"
2364,Non Invasive Procedure,Radiation Oncology,PALLIATIVE RADIATION THERAPY PACKAGE,"57,200","57,200","57,200","65,780","79,640","99,550","124,410"
2365,Non Invasive Procedure,Radiation Oncology,RAPID ARC WITH IMRT RATE SINGLE FRACTION,"12,870","12,870","12,870","14,850","17,930","22,440","28,050"
2366,Non Invasive Procedure,Radiation Oncology,PALLIATIVE RT HIGHER DOSE SINGLE FRACTION,"17,160","17,160","17,160","19,690","23,870","29,810","37,290"
2367,Non Invasive Procedure,Radiation Oncology,RT - CONTOURING AND PLANNING,"21,450","21,450","21,450","24,640","29,810","37,290","46,640"
2368,Non Invasive Procedure,Radiation Oncology,INTRAVESICAL TRETAPY,"2,860","2,860","2,860","3,300","3,960","4,950","6,160"
2369,Non Invasive Procedure,Radiation Oncology,REAL-TIME POSITION MANAGEMENT (RPM),"14,300","14,300","14,300","16,500","20,020","25,080","31,350"
2370,Non Invasive Procedure,Radiation Oncology,PRE-RADIATION PROFILE (4 D CT),"28,600","28,600","28,600","33,000","40,040","50,160","62,700"
2371,Non Invasive Procedure,Orthopaedics,PLATELET RICH PLASMA (PRP) INJECTION THERAPY,"15,130","15,130","15,130","17,390","20,000","24,200","30,250"
2372,Non Invasive Procedure,Orthopaedics,COMPREHENSIVE PODIATRIC ASSESSMENT-FOOT DYNAMIC AND STATIC SCAN,"2,070","2,070","2,070","2,380","2,730","3,300","4,130"
2373,Non Invasive Procedure,Dermatology,SKIN BIOPSY,"6,660","6,660","6,660","7,660","8,800","10,650","13,310"
2374,Non Invasive Procedure,Dermatology,COHERENT ACNE SCARS,"7,490","7,490","7,490","8,610","9,900","11,980","14,980"
2375,Non Invasive Procedure,Dermatology,PHOTOTHERAPY (NARROW BAND UVB),"1,210","1,210","1,210","1,400","1,610","1,940","2,420"
2376,Non Invasive Procedure,Dermatology,PHOTOTHERAPY (PUVA),"1,210","1,210","1,210","1,400","1,610","1,940","2,420"
2377,Non Invasive Procedure,Dermatology,SINGLE SURFACE PHOTOTHERAPY,840,840,840,960,"1,100","1,330","1,670"
2378,Non Invasive Procedure,Dermatology,ANTI HAIR LOSS THERAPY,"1,390","1,390","1,390","1,600","1,840","2,180","2,740"
2379,Non Invasive Procedure,Dermatology,SKIN BOOSTER TREATMENT,200,200,200,230,260,310,390
2380,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT (KH),200,200,200,230,260,310,390
2381,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT (KOJIC),170,170,170,190,220,260,330
2382,Non Invasive Procedure,Dermatology,EXFOLIATION EFFECT TREATMENT (TCA),170,170,170,190,220,260,330
2383,Non Invasive Procedure,Dermatology,LIFTING AND LIGHTENING TREATMENT (ARGININE),170,170,170,190,220,260,330
2384,Non Invasive Procedure,Dermatology,LIGHTENING EFFECT TREATMENT (LIFT),170,170,170,190,220,260,330
2385,Non Invasive Procedure,Dermatology,IMPROVES SKIN PHOTOAGING THERAPY (LIGHTENING),780,780,780,900,"1,030","1,230","1,540"
2386,Non Invasive Procedure,Dermatology,ADVANCED YELLOW PEEL THERAPY (TRYSES),410,410,410,470,540,640,800
2387,Non Invasive Procedure,Dermatology,CHEMICAL PEELING THERAPY (VEDAPEEL),130,130,130,150,180,210,260
2388,Non Invasive Procedure,Dermatology,YELLOW PEEL THERAPY (RETINOL),"1,470","1,470","1,470","1,690","1,950","2,300","2,890"
2389,Non Invasive Procedure,Dermatology,ANTI ACNE EFFECT TREATMENT (SALISALIC),200,200,200,230,260,310,390
2390,Non Invasive Procedure,Dermatology,GLOWING EFFECT TREATMENT (VIT - C),150,150,150,180,200,230,300
2391,Non Invasive Procedure,Dermatology,ANTI ACNE AND LIGHTING TREATMENT,130,130,130,150,180,210,260
2392,Non Invasive Procedure,Dermatology,ANTI ACNE TREATMENT (VEDASOL),200,200,200,230,260,310,390
2393,Non Invasive Procedure,Dermatology,COMBINATION PEELING TREATMENT,170,170,170,190,220,260,330
2394,Non Invasive Procedure,Dermatology,ANTI AGING TREATMENT (RETISES),220,220,220,250,290,350,440
2395,Non Invasive Procedure,Dermatology,ANTI ACNE TREATMENT (SALIPEEL),170,170,170,190,220,260,330
2396,Non Invasive Procedure,Dermatology,ANTI PIGMENTATION TREATMENT (NOMELAN),210,210,210,240,280,330,420
2397,Non Invasive Procedure,Dermatology,ANTI AGING TREATMENT (1 Ml RETISES 1 AMPL),890,890,890,890,890,890,890
2398,Non Invasive Procedure,Physiotherapy and Rehab Center,KNEE ASSESSMENT,"1,410","1,410","1,410","1,410","1,410","1,410","1,410"
2399,Non Invasive Procedure,Physiotherapy and Rehab Center,KNEE TRAINING / SESSN,570,570,570,570,570,570,570
2400,Non Invasive Procedure,Physiotherapy and Rehab Center,BLNC ASSESSMENT,"1,410","1,410","1,410","1,410","1,410","1,410","1,410"
2401,Non Invasive Procedure,Physiotherapy and Rehab Center,BLNC TRAINING / SESSN,570,570,570,570,570,570,570
2402,Non Invasive Procedure,Physiotherapy and Rehab Center,BIOFEEDBK ASSESSMENT,"1,410","1,410","1,410","1,410","1,410","1,410","1,410"
2403,Non Invasive Procedure,Physiotherapy and Rehab Center,BIOFEEDBK TRAINING,570,570,570,570,570,570,570
2404,Non Invasive Procedure,Physiotherapy and Rehab Center,BIOFEEDBK BLOCK/PART,570,570,570,570,570,570,570
2405,Non Invasive Procedure,Physiotherapy and Rehab Center,PHYSIOTHERAPY,480,480,480,480,480,480,480
2406,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE I),"4,130","4,130","4,130","4,740","5,460","6,600","8,250"
2407,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE II),"6,880","6,880","6,880","7,910","9,100","11,000","13,750"
2408,Non Invasive Procedure,Physiotherapy and Rehab Center,CHEMODENERVATION (PACKAGE III),"11,000","11,000","11,000","12,650","14,550","17,600","22,000"
2409,Non Invasive Procedure,Physiotherapy and Rehab Center,JOINT (INTRA ARTICULAR) - ONE JOINT,"4,130","4,130","4,130","4,740","5,460","6,600","8,250"
2410,Non Invasive Procedure,Physiotherapy and Rehab Center,JOINT (INTRA ARTICULAR) - TWO JOINT,"6,190","6,190","6,190","7,120","8,180","9,900","12,380"
2411,Non Invasive Procedure,Physiotherapy and Rehab Center,MYOFASCIAL BLOCK,"3,440","3,440","3,440","3,960","4,550","5,500","6,880"
2412,Non Invasive Procedure,Diabetics,CGMS,"8,330","8,330","8,330","9,580","11,020","13,310","16,640"
2413,Non Invasive Procedure,Diabetics,SUBCUTANEOUS INSULIN INFUSION THERAPY,"9,080","9,080","9,080","10,440","12,000","14,520","18,150"
2414,Non Invasive Procedure,Neonatology,VOICE ASSESSMENT,"1,290","1,290","1,290","1,490","1,710","2,020","2,540"
2415,Non Invasive Procedure,Phlebotomy,PROC CHAG-CHEST DRAINAGE,"13,840","13,840","13,840","15,920","18,300","21,690","27,300"
2416,Non Invasive Procedure,Oncology Medical,PBSC HARVEST,"43,260","43,260","43,260","43,260","43,260","43,260","43,260"
2417,Non Invasive Procedure,Oncology Medical,CHEMO LOW INCL SPL CHARGE,"8,330","8,330","8,330","9,580","11,020","13,310","16,640"
2418,Non Invasive Procedure,Oncology Medical,CHEMO HGH INCL SPL CHARGE,"12,870","12,870","12,870","14,810","17,030","20,570","25,720"
2419,Non Invasive Procedure,Oncology Medical,BMT BONE MARROW BIOPSY PROCEDURE CHARGE,"3,300","3,300","3,300","3,800","4,370","5,100","6,420"
2420,Non Invasive Procedure,Oncology Medical,BMT INTRATHECAL THERAPY,"3,630","3,630","3,630","4,180","4,810","7,260","9,080"
2421,Non Invasive Procedure,Oncology Medical,BMT HICKMAN LINE INSERTION,"12,100","12,100","12,100","13,920","16,010","24,200","30,250"
2422,Non Invasive Procedure,Oncology Medical,BMT PICC LINE INSERTION,"3,630","3,630","3,630","4,180","4,810","7,260","9,080"
2423,Non Invasive Procedure,Oncology Medical,BMT PROTOCOL CHARGE AML,"12,100","12,100","12,100","12,100","12,100","12,100","12,100"
2424,Non Invasive Procedure,Oncology Medical,BMT SKIN BIOPSY PROCEDURE,"6,050","6,050","6,050","6,960","8,010","12,100","15,130"
2425,Non Invasive Procedure,Oncology Medical,BMT PROTOCOL CHARGE ALL,"12,100","12,100","12,100","12,100","12,100","12,100","12,100"
2426,Non Invasive Procedure,Oncology Medical,BMT PROTOCOLCHARGE LYMPHOMA,"9,680","9,680","9,680","9,680","9,680","9,680","9,680"
2427,Non Invasive Procedure,Oncology Medical,BMT PROTOCOL MYELOMA,"9,680","9,680","9,680","9,680","9,680","9,680","9,680"
2428,Non Invasive Procedure,Oncology Medical,BMT PROTOCOL CHARGE MISC,"6,050","6,050","6,050","6,050","6,050","6,050","6,050"
2429,Non Invasive Procedure,Oncology Medical,CONSULTATION AND ASSESSMENT FEES,830,830,830,950,"1,090","1,320","1,650"
2430,Non Invasive Procedure,Oncology Medical,CANCER REHABILITATION I PACKAGE,"12,380","12,380","12,380","14,230","16,370","19,800","24,810"
2431,Non Invasive Procedure,Oncology Medical,CANCER REHABILITATION II PACKAGE,"16,500","16,500","16,500","18,980","21,820","26,400","33,000"
2432,Non Invasive Procedure,Oncology Medical,UNILATERAL LYMPHOEDEMA MANAGEMENT,830,830,830,950,"1,090","1,320","1,650"
2433,Non Invasive Procedure,Oncology Medical,BILATERAL LYMPHOEDEMA MANAGEMENT,"1,100","1,100","1,100","1,270","1,450","1,740","2,200"
2434,Non Invasive Procedure,Oncology Medical,SINGLE INJECTION (ONCO DAY CARE),"2,480","2,480","2,480","2,850","3,280","3,960","4,950"
2435,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (UPTO 30 MIN),"4,130","4,130","4,130","4,740","5,460","6,600","8,250"
2436,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (30 MINS TO 3 HRS),"7,570","7,570","7,570","8,700","10,010","12,100","15,130"
2437,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (3 HRS TO 6 HRS),"10,320","10,320","10,320","11,870","13,650","16,500","20,630"
2438,Non Invasive Procedure,Oncology Medical,INFUSION THERAPY (MORE THAN 6 HRS),"12,380","12,380","12,380","14,230","16,370","19,800","24,750"
2439,Non Invasive Procedure,Oncology Medical,IMMUNOTHERAPY/MONOCLONAL ANTIBODY INFUSION,"16,500","16,500","16,500","18,980","21,820","26,400","33,000"
2440,Non Invasive Procedure,Psychiatry,PSYCHOMETRY,"7,730","7,730","7,730","8,890","10,220","12,330","15,410"
2441,Non Invasive Procedure,Psychiatry,PSYCHOLOGICAL ASSESSMENT,"3,800","3,800","3,800","4,370","5,030","6,050","7,570"
2442,Non Invasive Procedure,Psychiatry,ONCO-PSYCHOLOGICAL ASSESSMENT,210,210,210,210,210,330,420
2443,Non Invasive Procedure,Psychiatry,ONCO-PSYCHOLOGICAL COUNSELING,550,550,550,640,740,880,"1,100"
2444,Non Invasive Procedure,Psychiatry,COUNSELLING (PSYCHOTHERAPY),"1,790","1,790","1,790","2,060","2,370","2,860","3,580"
